,Unnamed: 0,WhiteElo,BlackElo,WhiteName,BlackName,Winner,Termination,Site,Day,Month,Year,InitialTime,Increment,TimeControl,Opening,ECO,Number_of_Moves
0,0,1639,1403,BFG9k,mamalak,White,Normal,https://lichess.org/j1dkb5dw,31,12,2012,600,8,Rapid,French Defense: Normal Variation,C00,13
1,1,1654,1919,Desmond_Wilson,savinka59,White,Normal,https://lichess.org/a9tcp02g,31,12,2012,480,2,Rapid,"Queen's Pawn Game: Colle System, Anti-Colle",D04,18
2,2,1643,1747,Kozakmamay007,VanillaShamanilla,White,Normal,https://lichess.org/szom2tog,31,12,2012,420,17,Rapid,Four Knights Game: Italian Variation,C50,11
3,3,1824,1973,Naitero_Nagasaki,800,Black,Normal,https://lichess.org/rklpc7mk,31,12,2012,60,1,Bullet,Caro-Kann Defense: Goldman Variation,B12,47
4,4,1765,1815,nichiren1967,Naitero_Nagasaki,Black,Normal,https://lichess.org/1xb3os63,31,12,2012,60,1,Bullet,French Defense: La Bourdonnais Variation,C00,23
5,5,1477,1487,sport,shamirbj,White,Time forfeit,https://lichess.org/6x5nq6qd,31,12,2012,300,3,Blitz,Owen Defense,B00,32
6,6,1541,1500,tiggran,arion_6,Black,Normal,https://lichess.org/fl7asfa0,31,12,2012,300,0,Blitz,"Italian Game: Classical Variation, Giuoco Pianissimo",C53,19
7,7,1765,1752,hostking,troepianiz,White,Normal,https://lichess.org/7b44wxzu,31,12,2012,540,0,Rapid,English Opening: The Whale,C20,28
8,8,1445,1169,manos68,jtkjtkful,White,Normal,https://lichess.org/7rzcutsf,31,12,2012,900,0,Rapid,Old Benoni Defense,A43,37
9,9,1522,1428,adamsrj,hamiakaz,Black,Normal,https://lichess.org/9opx3qh7,31,12,2012,180,5,Blitz,Englund Gambit Complex: Hartlaub-Charlick Gambit,A40,45
10,10,1644,1544,BFG9k,Sagaz,Black,Normal,https://lichess.org/1hi3aveq,31,12,2012,600,8,Rapid,Modern Defense,B06,37
11,11,1957,1755,arion_6,Naitero_Nagasaki,Black,Normal,https://lichess.org/n5crd00d,31,12,2012,300,8,Rapid,"French Defense: Classical Variation, Richter Attack",C13,47
12,12,1656,1812,Kozakmamay007,vadi,White,Normal,https://lichess.org/iinnkv77,31,12,2012,420,17,Rapid,Giuoco Piano,C50,25
13,13,1436,1506,Abd0,Killi,White,Normal,https://lichess.org/z2ncoii6,31,12,2012,420,0,Blitz,Ruy Lopez: Cozio Defense,C60,35
14,14,1878,1940,nichiren1967,chinokoli,Draw,Normal,https://lichess.org/vb3w3rmn,31,12,2012,300,0,Blitz,Sicilian Defense: McDonnell Attack,B21,59
15,15,1742,1775,troepianiz,hostking,Black,Normal,https://lichess.org/q7s1nprp,31,12,2012,540,0,Rapid,Nimzo-Larsen Attack: Modern Variation #2,A01,8
16,16,1824,1811,Voltvolf,Marzinkus,White,Normal,https://lichess.org/iclkx584,31,12,2012,360,6,Rapid,French Defense: Advance Variation #2,C02,37
17,17,1653,1395,VanillaShamanilla,mamalak,White,Time forfeit,https://lichess.org/i62y90w7,31,12,2012,1200,0,Rapid,French Defense: Normal Variation,C00,64
18,18,1897,1673,savinka59,Desmond_Wilson,White,Time forfeit,https://lichess.org/kpyneu5v,31,12,2012,480,2,Rapid,Scandinavian Defense: Mieses-Kotroc Variation,B01,30
19,19,1492,1451,Killi,Abd0,White,Normal,https://lichess.org/mntamgdj,31,12,2012,420,0,Blitz,Bishop's Opening: Berlin Defense,C24,19
20,20,1500,1585,ghosty,jorespi,White,Normal,https://lichess.org/55a83jiu,31,12,2012,300,0,Blitz,King's Gambit,C30,36
21,21,1463,1504,6WX,adamsrj,White,Normal,https://lichess.org/ufcqmfxx,31,12,2012,1560,30,Classical,Scotch Game: Benima Defense,C44,19
22,22,1554,1429,georgek,b777,White,Time forfeit,https://lichess.org/n3p0bgc7,31,12,2012,300,2,Blitz,Scandinavian Defense: Mieses-Kotroc Variation,B01,17
23,23,1938,1880,chinokoli,nichiren1967,White,Normal,https://lichess.org/v778e8mr,31,12,2012,300,0,Blitz,Queen's Gambit Accepted: Saduleto Variation,D20,47
24,24,1336,1337,sebastian44,ticotico,White,Normal,https://lichess.org/fiv37vzi,31,12,2012,300,5,Rapid,King's Pawn Game: McConnell Defense,C40,32
25,25,1793,1827,Federico,Naitero_Nagasaki,White,Time forfeit,https://lichess.org/aw9vx3l5,31,12,2012,300,0,Blitz,Horwitz Defense,A40,43
26,26,1785,1732,hostking,troepianiz,Black,Normal,https://lichess.org/flvoc7ly,31,12,2012,540,0,Rapid,Modern Defense,B06,21
27,27,1981,1601,800,Voltvolf,White,Time forfeit,https://lichess.org/6vapfe1h,31,12,2012,60,1,Bullet,"English Opening: Anglo-Indian Defense, King's Knight Variation",A15,49
28,28,1711,1800,jorespi,Marzinkus,White,Normal,https://lichess.org/m45sueue,31,12,2012,360,6,Rapid,French Defense: Advance Variation #2,C02,28
29,29,1421,1491,omarojo,josefo,White,Normal,https://lichess.org/15lzmn9d,31,12,2012,300,8,Rapid,Pirc Defense #5,B07,30
30,30,1849,1728,cheesedout,pseudoknight,White,Time forfeit,https://lichess.org/561bha9i,31,12,2012,60,0,Bullet,Old Benoni Defense,A43,41
31,31,1440,1502,Abd0,Killi,Black,Time forfeit,https://lichess.org/i5u1h3yk,31,12,2012,420,0,Blitz,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,49
32,32,1548,1415,j-jorjik,jesuss,White,Normal,https://lichess.org/descpsmi,31,12,2012,480,8,Rapid,Center Game #2,C21,46
33,33,1561,1503,barriosgb2,Boss92,Black,Time forfeit,https://lichess.org/8ok6jtv5,31,12,2012,60,0,Bullet,Robatsch (Modern) Defense,B06,24
34,34,1489,1561,sport,georgek,Black,Normal,https://lichess.org/a301qp92,31,12,2012,300,3,Blitz,Bishop's Opening: Philidor Counterattack,C23,43
35,35,1492,1525,adamsrj,6WX,White,Normal,https://lichess.org/61wsdfp4,31,12,2012,1560,30,Classical,Sicilian Defense,B50,25
36,36,1347,1519,sebastian44,jtkjtkful,Black,Time forfeit,https://lichess.org/qwuudn2s,31,12,2012,300,5,Rapid,Scandinavian Defense,B01,7
37,37,1162,1244,migsan,MARC0,White,Normal,https://lichess.org/7hvhc1t7,31,12,2012,420,0,Blitz,Van't Kruijs Opening,A00,39
38,38,1627,1633,metrolog,b777,White,Normal,https://lichess.org/md14boea,31,12,2012,180,15,Rapid,English Defense,A40,39
39,39,1360,1722,Desmond_Wilson,ghosty,Black,Time forfeit,https://lichess.org/e0p9f3qt,31,12,2012,240,0,Blitz,"Queen's Pawn Game: Colle System, Anti-Colle",D04,24
40,40,1769,1799,Naitero_Nagasaki,arion_6,Black,Normal,https://lichess.org/8qxqjb4h,31,12,2012,300,8,Rapid,"Italian Game: Evans Gambit, Lasker Defense",C52,10
41,41,1533,1712,tiggran,barriosgb2,White,Normal,https://lichess.org/2cj9hphe,31,12,2012,300,0,Blitz,Caro-Kann Defense,B10,86
42,42,1744,1773,troepianiz,hostking,Black,Normal,https://lichess.org/k29ncaud,31,12,2012,540,0,Rapid,French Defense: Horwitz Attack,C00,53
43,43,1720,1865,pseudoknight,Ben_Dover,Black,Normal,https://lichess.org/g5j064qn,31,12,2012,60,1,Bullet,Alekhine Defense: John Tracy Gambit,B02,27
44,44,1871,1714,Ben_Dover,pseudoknight,Black,Normal,https://lichess.org/h6veisdc,31,12,2012,60,1,Bullet,Van Geet Opening,A00,41
45,45,1500,1511,Jonathan_52,jtkjtkful,Black,Normal,https://lichess.org/y3m3quag,31,12,2012,60,0,Bullet,Mikenas Defense,A40,27
46,46,1179,1223,migsan,MARC0,White,Normal,https://lichess.org/8dqmtc5l,31,12,2012,420,0,Blitz,Van't Kruijs Opening,A00,68
47,47,1341,1290,sebastian44,Milligan,White,Normal,https://lichess.org/ce12lh0d,31,12,2012,300,5,Rapid,"Italian Game: Two Knights Defense, Open Variation",C55,20
48,48,1511,1430,Killi,Abd0,White,Normal,https://lichess.org/g9xgwzcc,31,12,2012,420,0,Blitz,English Opening,A10,32
49,49,1577,1331,jtkjtkful,Jonathan_52,White,Normal,https://lichess.org/l0gjct48,31,12,2012,60,0,Bullet,Queen's Gambit Refused: Baltic Defense,D02,26
50,50,1472,1504,6WX,adamsrj,Black,Normal,https://lichess.org/ui2g2idg,31,12,2012,1560,30,Classical,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,31
51,51,1725,1785,jorespi,Marzinkus,Draw,Normal,https://lichess.org/ckfufm8a,31,12,2012,360,6,Rapid,French Defense: Advance Variation #2,C02,54
52,52,1729,1856,pseudoknight,Ben_Dover,Black,Normal,https://lichess.org/r1hjky2j,31,12,2012,60,0,Bullet,Caro-Kann Defense,B10,21
53,53,1668,1907,Desmond_Wilson,Sig,Black,Normal,https://lichess.org/lfhdo7vu,31,12,2012,420,9,Rapid,Rat Defense: Antal Defense,B07,24
54,54,1856,1729,Ben_Dover,pseudoknight,White,Time forfeit,https://lichess.org/rweo1wg8,31,12,2012,60,0,Bullet,Sicilian Defense: Hyperaccelerated Dragon,B27,22
55,55,1856,1786,cheesedout,sonie,Black,Normal,https://lichess.org/yzr38w22,31,12,2012,60,0,Bullet,Englund Gambit,A40,21
56,56,1351,1542,sebastian44,jtkjtkful,White,Normal,https://lichess.org/svgpbjpp,31,12,2012,300,5,Rapid,Scandinavian Defense,B01,12
57,57,1695,1757,barriosgb2,ghosty,White,Time forfeit,https://lichess.org/opew3pnp,31,12,2012,240,0,Blitz,Sicilian Defense: Alapin Variation,B22,22
58,58,1421,1520,Abd0,Killi,Black,Normal,https://lichess.org/iwdxjr8a,31,12,2012,420,0,Blitz,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,28
59,59,1556,1525,j-jorjik,Maroz,Black,Normal,https://lichess.org/v1qe2gmv,31,12,2012,480,8,Rapid,Center Game: Berger Variation,C22,50
60,60,1722,1863,pseudoknight,Ben_Dover,Black,Time forfeit,https://lichess.org/8rhz66pz,31,12,2012,60,0,Bullet,"Sicilian Defense: Dragon Variation, Modern Bc4 Variation",B35,17
61,61,1270,1646,Jonathan_52,1000,Black,Normal,https://lichess.org/8dbw628m,31,12,2012,60,0,Bullet,English Defense #2,A40,23
62,62,1649,1242,1000,Jonathan_52,White,Normal,https://lichess.org/w9bplalm,31,12,2012,60,0,Bullet,Nimzo-Larsen Attack: Classical Variation,A01,32
63,63,1871,1627,schutzstaffel,MARC0,White,Normal,https://lichess.org/tvo57kgr,31,12,2012,60,0,Bullet,Philidor Defense #3,C41,16
64,64,1514,1550,Rodney,neto391994,White,Normal,https://lichess.org/r5urywfn,31,12,2012,480,0,Rapid,Queen's Gambit Declined,D30,46
65,65,1799,1634,sonie,Gardo,White,Time forfeit,https://lichess.org/6w1twyqo,31,12,2012,60,0,Bullet,Sicilian Defense: McDonnell Attack,B21,50
66,66,1749,1843,ricodelacasita,cheesedout,Black,Time forfeit,https://lichess.org/2pprzty1,31,12,2012,60,0,Bullet,Sicilian Defense: French Variation,B40,41
67,67,1549,1609,tiggran,maslick,Black,Normal,https://lichess.org/7zkpfs9g,31,12,2012,300,0,Blitz,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,22
68,68,1366,1440,sebastian44,metrolog,Black,Time forfeit,https://lichess.org/4dkjy2se,31,12,2012,300,5,Rapid,French Defense: Advance Variation #3,C02,23
69,69,1870,1715,Ben_Dover,pseudoknight,White,Time forfeit,https://lichess.org/4l1zkb2b,31,12,2012,60,0,Bullet,Sicilian Defense: Smith-Morra Gambit,B21,15
70,70,1220,1652,Jonathan_52,1000,Black,Time forfeit,https://lichess.org/k6e0k2bs,31,12,2012,60,0,Bullet,English Defense #2,A40,37
71,71,1627,1806,Gardo,sonie,Black,Time forfeit,https://lichess.org/5dpjox73,31,12,2012,60,0,Bullet,Zukertort Opening: Queenside Fianchetto Variation,A04,34
72,72,1731,1517,nujabes,Boss92,White,Time forfeit,https://lichess.org/nk9szdum,31,12,2012,60,0,Bullet,Modern Defense,B06,51
73,73,1621,1661,Beibus,Carroll,Black,Normal,https://lichess.org/57g6e1ub,31,12,2012,180,3,Blitz,French Defense: Advance Variation,C02,28
74,74,1499,1895,tarasss,Mariss,Black,Normal,https://lichess.org/fij0ygia,31,12,2012,660,0,Rapid,Italian Game: Anti-Fried Liver Defense,C55,15
75,75,1706,1570,barriosgb2,georgek,White,Time forfeit,https://lichess.org/u2c6lcug,31,12,2012,180,0,Blitz,Philidor Defense: Nimzowitsch Variation,C41,28
76,76,1851,1740,cheesedout,ricodelacasita,Black,Normal,https://lichess.org/11lz75z1,31,12,2012,60,0,Bullet,Slav Defense: Two Knights Attack,D15,31
77,77,1513,1433,adamsrj,6WX,White,Normal,https://lichess.org/9eowgcah,31,12,2012,1560,30,Classical,Horwitz Defense,A40,38
78,78,1812,1621,sonie,Gardo,White,Normal,https://lichess.org/zz6hctpl,31,12,2012,60,0,Bullet,Sicilian Defense: Smith-Morra Gambit #2,B21,12
79,79,1755,1837,ricodelacasita,cheesedout,Black,Time forfeit,https://lichess.org/jz0n40qn,31,12,2012,60,0,Bullet,Sicilian Defense: French Variation,B40,33
80,80,1863,1737,schutzstaffel,nujabes,Black,Normal,https://lichess.org/cryiytws,31,12,2012,60,0,Bullet,Scandinavian Defense,B01,8
81,81,1203,1654,Jonathan_52,1000,Black,Normal,https://lichess.org/5pv72z4l,31,12,2012,60,0,Bullet,English Defense #2,A40,19
82,82,1782,1666,hostking,maslick,White,Normal,https://lichess.org/ez8rfz4d,31,12,2012,540,0,Rapid,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,25
83,83,1888,1771,FifthCategory,HeyPepito,Black,Time forfeit,https://lichess.org/p9iql6gw,31,12,2012,180,0,Blitz,French Defense: Knight Variation,C00,52
84,84,1615,1511,Gardo,Boss92,White,Time forfeit,https://lichess.org/lemtrylc,31,12,2012,60,0,Bullet,Zukertort Opening: Kingside Fianchetto,A04,44
85,85,1622,1576,b777,NotGoodAtThis,White,Normal,https://lichess.org/1wey3xwd,31,12,2012,300,8,Rapid,King's Pawn Game: Beyer Gambit,C21,25
86,86,1528,1526,neto391994,Rodney,White,Normal,https://lichess.org/pustsz6l,31,12,2012,480,0,Rapid,Philidor Defense #3,C41,41
87,87,1844,1753,schutzstaffel,nujabes,Black,Time forfeit,https://lichess.org/rbsxmejf,31,12,2012,60,0,Bullet,Scandinavian Defense,B01,42
88,88,1845,1746,cheesedout,ricodelacasita,Black,Time forfeit,https://lichess.org/uzvrxybj,31,12,2012,60,0,Bullet,Semi-Slav Defense,D43,64
89,89,1656,1431,1000,giao,White,Time forfeit,https://lichess.org/ysmsba6s,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack,A01,24
90,90,1876,1877,Ben_Dover,schutzstaffel,White,Normal,https://lichess.org/0wn9o371,31,12,2012,60,0,Bullet,French Defense: Normal Variation,C00,28
91,91,1646,1678,excel,VanillaShamanilla,White,Normal,https://lichess.org/7tuxquet,31,12,2012,600,5,Rapid,Three Knights Opening,C46,35
92,92,1510,1805,rennigeb,zanella,Black,Normal,https://lichess.org/xglg4885,31,12,2012,600,3,Rapid,Scandinavian Defense: Main Line,B01,46
93,93,1244,1857,Batalha,chess345,Black,Time forfeit,https://lichess.org/fj6xrbnm,31,12,2012,120,0,Bullet,English Opening: Anglo-Indian Defense,A15,32
94,94,1898,1496,Mariss,tarasss,White,Normal,https://lichess.org/i5a89m1j,31,12,2012,660,0,Rapid,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",C67,12
95,95,1656,1431,1000,giao,White,Time forfeit,https://lichess.org/xfnan2k5,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack: Spike Variation,A01,4
96,96,1503,1624,Boss92,Gardo,White,Normal,https://lichess.org/x0ekc8d4,31,12,2012,60,0,Bullet,Nimzo-Larsen Attack: English Variation,A01,11
97,97,1638,1795,metrolog,vadi,White,Time forfeit,https://lichess.org/wb4ea59s,31,12,2012,180,15,Rapid,Queen's Gambit Declined: Normal Defense,D35,11
98,98,1827,1426,schutzstaffel,giao,White,Time forfeit,https://lichess.org/4snemu9c,31,12,2012,60,0,Bullet,Modern Defense: Geller's System,B06,28
99,99,1624,1503,Gardo,Boss92,White,Time forfeit,https://lichess.org/ymaxvlot,31,12,2012,60,0,Bullet,Zukertort Opening: Kingside Fianchetto,A04,36
100,100,1662,1586,1000,t4nk,White,Normal,https://lichess.org/qm3vsj76,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack: Symmetrical Variation,A01,33
101,101,1832,1752,schutzstaffel,ricodelacasita,White,Normal,https://lichess.org/4u61dxgo,31,12,2012,60,0,Bullet,Caro-Kann Defense,B10,25
102,102,1761,1832,ricodelacasita,cheesedout,Black,Time forfeit,https://lichess.org/mjceg7i6,31,12,2012,60,0,Bullet,Sicilian Defense: French Variation,B40,60
103,103,1709,1768,pseudoknight,nujabes,White,Normal,https://lichess.org/j1o1ksyt,31,12,2012,60,1,Bullet,"Caro-Kann Defense: Panov Attack, Gunderam Attack",B13,41
104,104,1586,1662,t4nk,1000,Black,Normal,https://lichess.org/e0sh36r9,31,12,2012,0,1,Bullet,Van Geet Opening,A00,34
105,105,1830,1423,schutzstaffel,giao,White,Time forfeit,https://lichess.org/5w0zxlqc,31,12,2012,60,0,Bullet,Modern Defense: Geller's System,B06,35
106,106,1495,1631,Boss92,Gardo,Black,Normal,https://lichess.org/wagipshx,31,12,2012,60,0,Bullet,Van't Kruijs Opening,A00,32
107,107,1672,1577,1000,t4nk,White,Normal,https://lichess.org/i0ujg4mw,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack,A01,70
108,108,1874,1947,FifthCategory,chinokoli,White,Time forfeit,https://lichess.org/ejv9qc24,31,12,2012,180,0,Blitz,Sicilian Defense,B50,43
109,109,1630,1783,b777,Marzinkus,Black,Time forfeit,https://lichess.org/l9vbwjsg,31,12,2012,360,6,Rapid,French Defense: Advance Variation #2,C02,30
110,110,1840,1599,cheesedout,Krieg,White,Normal,https://lichess.org/rugngqgm,31,12,2012,60,0,Bullet,Queen's Gambit Declined: Queen's Knight Variation,D31,33
111,111,1754,1886,nujabes,Ben_Dover,Black,Normal,https://lichess.org/4tgl78lj,31,12,2012,60,0,Bullet,Alekhine Defense,B03,30
112,112,1657,1789,maslick,hostking,White,Time forfeit,https://lichess.org/8gpxwk4e,31,12,2012,540,0,Rapid,King's Pawn Game,C20,59
113,113,1638,1487,Gardo,Boss92,White,Time forfeit,https://lichess.org/yrep1l51,31,12,2012,60,0,Bullet,Zukertort Opening: Queen's Gambit Invitation,A04,23
114,114,1576,1576,jorespi,sanuch111,White,Normal,https://lichess.org/fwbxa5oz,31,12,2012,300,4,Blitz,Italian Game: Anti-Fried Liver Defense,C55,37
115,115,1913,1663,Sig,Desmond_Wilson,White,Normal,https://lichess.org/wab4h6cl,31,12,2012,420,9,Rapid,Scandinavian Defense: Mieses-Kotroc Variation,B01,29
116,116,1569,1681,t4nk,1000,Black,Normal,https://lichess.org/o7fpy103,31,12,2012,0,1,Bullet,Mieses Opening,A00,28
117,117,1577,1755,Kyklades,Mariss,White,Normal,https://lichess.org/86f04fbi,31,12,2012,240,0,Blitz,Vienna Game: Stanley Variation,C26,26
118,118,1595,1845,Krieg,cheesedout,White,Time forfeit,https://lichess.org/rsqsr1dn,31,12,2012,60,0,Bullet,Hungarian Opening: Sicilian Invitation,A00,61
119,119,1690,1561,1000,t4nk,White,Time forfeit,https://lichess.org/762qdp7k,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack,A01,5
120,120,1341,1516,tarasss,djarfur,Black,Time forfeit,https://lichess.org/cwunzboi,31,12,2012,180,0,Blitz,Sicilian Defense: Loewenthal Variation,B32,26
121,121,1553,1698,t4nk,1000,Black,Normal,https://lichess.org/dkn1bnbe,31,12,2012,0,1,Bullet,Mieses Opening,A00,31
122,122,1843,1928,schutzstaffel,HeyPepito,White,Time forfeit,https://lichess.org/46a4pymi,31,12,2012,60,0,Bullet,"French Defense: Advance Variation, Paulsen Attack",C02,39
123,123,1698,1553,1000,t4nk,White,Normal,https://lichess.org/k20znary,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack,A01,38
124,124,1887,1934,FifthCategory,chinokoli,White,Time forfeit,https://lichess.org/qd3mwsmg,31,12,2012,180,0,Blitz,Sicilian Defense,B50,44
125,125,1859,1747,schutzstaffel,nujabes,White,Normal,https://lichess.org/45wcuie0,31,12,2012,60,0,Bullet,Scandinavian Defense,B01,32
126,126,1603,1449,Papachaco,metrolog,White,Time forfeit,https://lichess.org/0g60wkzj,31,12,2012,300,0,Blitz,Scandinavian Defense: Mieses-Kotroc Variation,B01,31
127,127,1546,1705,t4nk,1000,White,Normal,https://lichess.org/dg6jwp74,31,12,2012,0,1,Bullet,Van't Kruijs Opening,A00,39
128,128,1743,1827,ricodelacasita,cheesedout,White,Time forfeit,https://lichess.org/ntdkj4et,31,12,2012,60,0,Bullet,Sicilian Defense: French Variation,B40,39
129,129,1739,1594,Mariss,Kyklades,Draw,Normal,https://lichess.org/c4s8ru73,31,12,2012,240,0,Blitz,Queen's Gambit Refused: Marshall Defense,D06,39
130,130,1688,1562,1000,t4nk,White,Time forfeit,https://lichess.org/vdex79io,31,12,2012,0,1,Bullet,Nimzo-Larsen Attack,A01,23
131,131,1632,1527,ghosty,angrom,Black,Normal,https://lichess.org/uc2ntk5u,31,12,2012,240,0,Blitz,"Sicilian Defense: Kan Variation, Knight Variation",B43,18
132,132,1868,1738,schutzstaffel,nujabes,White,Normal,https://lichess.org/f1e73ibt,31,12,2012,60,0,Bullet,Scandinavian Defense,B01,22
133,133,1500,1732,airtsart,Neuronchess,White,Normal,https://lichess.org/4dlly3lw,31,12,2012,480,0,Rapid,Four Knights Game: Scotch Variation Accepted,C47,54
134,134,1516,1480,tiggran,Boss92,White,Time forfeit,https://lichess.org/12ptmxwy,1,1,2013,60,0,Bullet,Modern Defense,B06,28
135,135,1231,1814,LEGENDARY_ERFAN,cheesedout,Black,Normal,https://lichess.org/8jn5l9hp,1,1,2013,60,0,Bullet,Sicilian Defense: Bowdler Attack,B20,19
136,136,1612,1555,Krieg,t4nk,Black,Normal,https://lichess.org/ai5gl3p4,1,1,2013,60,1,Bullet,Queen's Pawn Game #2,D00,13
137,137,1879,1237,schutzstaffel,Batalha,White,Time forfeit,https://lichess.org/py8fotp2,1,1,2013,60,0,Bullet,Zukertort Opening: Wade Defense,A04,21
138,138,1815,1222,cheesedout,LEGENDARY_ERFAN,White,Time forfeit,https://lichess.org/bnars6cg,1,1,2013,60,0,Bullet,Queen's Gambit Refused: Austrian Defense,D06,33
139,139,1877,1319,schutzstaffel,etewut,White,Normal,https://lichess.org/9y598nl8,1,1,2013,60,0,Bullet,French Defense: Advance Variation #3,C02,20
140,140,1367,1555,joecasatro,t4nk,Black,Time forfeit,https://lichess.org/j1ex4f9b,1,1,2013,0,1,Bullet,French Defense: Knight Variation,C00,10
141,141,1507,1617,peter2,VanillaShamanilla,White,Normal,https://lichess.org/l4j967z8,1,1,2013,480,0,Rapid,Bishop's Opening: Vienna Hybrid,C28,31
142,142,1542,1404,j-jorjik,6WX,White,Normal,https://lichess.org/m6c8eqiw,1,1,2013,480,8,Rapid,Scandinavian Defense: Modern Variation #2,B01,80
143,143,1540,1653,tiggran,rasmussenesq,White,Normal,https://lichess.org/4sv62xky,1,1,2013,300,0,Blitz,Sicilian Defense: Paulsen Variation,B44,29
144,144,1214,1816,LEGENDARY_ERFAN,cheesedout,Black,Time forfeit,https://lichess.org/kneqzzd2,1,1,2013,60,0,Bullet,Sicilian Defense: Bowdler Attack,B20,31
145,145,1878,1243,schutzstaffel,Batalha,White,Time forfeit,https://lichess.org/7vl6b2t1,1,1,2013,60,0,Bullet,Modern Defense,B06,21
146,146,1600,1863,Krieg,chess345,Black,Normal,https://lichess.org/qfn3p05z,1,1,2013,60,1,Bullet,Indian Game,A45,36
147,147,1599,1734,Kyklades,Mariss,White,Normal,https://lichess.org/j507floi,1,1,2013,240,0,Blitz,"French Defense: Advance Variation, Nimzowitsch System",C02,29
148,148,1242,1561,Batalha,t4nk,Black,Time forfeit,https://lichess.org/0sara2m9,1,1,2013,0,1,Bullet,Horwitz Defense,A40,19
149,149,1899,1921,FifthCategory,chinokoli,Black,Normal,https://lichess.org/ewgdih6m,1,1,2013,180,0,Blitz,Sicilian Defense,B50,31
150,150,1817,1207,cheesedout,LEGENDARY_ERFAN,White,Time forfeit,https://lichess.org/y0040s2i,1,1,2013,60,0,Bullet,Queen's Gambit Refused: Austrian Defense,D06,35
151,151,1609,1443,Papachaco,metrolog,White,Time forfeit,https://lichess.org/pxjrmp69,1,1,2013,300,0,Blitz,Scandinavian Defense: Mieses-Kotroc Variation,B01,28
152,152,1664,1790,dipo_a,Marzinkus,White,Normal,https://lichess.org/i9tv4tqx,1,1,2013,360,6,Rapid,French Defense: Advance Variation #2,C02,17
153,153,1554,1564,namesnik,t4nk,Black,Time forfeit,https://lichess.org/ma7jbj30,1,1,2013,0,1,Bullet,Pirc Defense #5,B07,24
154,154,1880,1855,schutzstaffel,Hephesto,White,Normal,https://lichess.org/ekvammie,1,1,2013,60,0,Bullet,Giuoco Piano,C50,25
155,155,1869,1649,airtsart,chess345,Draw,Normal,https://lichess.org/ipj01q20,1,1,2013,180,0,Blitz,French Defense: Exchange Variation,C01,71
156,156,1814,1717,zanella,Neuronchess,White,Time forfeit,https://lichess.org/hr26k5dq,1,1,2013,480,0,Rapid,Benoni Defense: Old Benoni,A43,71
157,157,1523,1500,djarfur,blizz,White,Normal,https://lichess.org/7dn33ypj,1,1,2013,300,0,Blitz,Slav Defense: Geller Gambit #2,D15,23
158,158,1465,1562,TwoKings,ADRNLNNJECTD,Black,Time forfeit,https://lichess.org/wkc0hzao,1,1,2013,720,0,Rapid,Sicilian Defense: Katalimov Variation,B27,35
159,159,1521,1539,peter2,Maroz,White,Time forfeit,https://lichess.org/aaqzhqi0,1,1,2013,480,0,Rapid,Vienna Game: Zhuravlev Countergambit #2,C25,62
160,160,1200,1818,LEGENDARY_ERFAN,cheesedout,Black,Normal,https://lichess.org/hlvdokju,1,1,2013,60,0,Bullet,Sicilian Defense: Bowdler Attack,B20,39
161,161,1659,1920,Desmond_Wilson,Sig,Black,Time forfeit,https://lichess.org/rt8ztwx0,1,1,2013,420,9,Rapid,Rat Defense: Antal Defense,B07,23
162,162,1543,1575,namesnik,t4nk,Draw,Normal,https://lichess.org/grcc15yt,1,1,2013,0,1,Bullet,Gedult's Opening,A00,70
163,163,1552,1478,Danut68,serge,White,Normal,https://lichess.org/cnw6r6h7,1,1,2013,300,0,Blitz,Scotch Game,C44,27
164,164,1889,1932,FifthCategory,chinokoli,Black,Normal,https://lichess.org/1xbgqkqe,1,1,2013,180,0,Blitz,Sicilian Defense: Smith-Morra Gambit #2,B21,74
165,165,1819,1194,cheesedout,LEGENDARY_ERFAN,White,Normal,https://lichess.org/pxz7x2cg,1,1,2013,60,0,Bullet,Queen's Gambit Accepted,D20,26
166,166,1236,1532,Batalha,tiggran,Black,Normal,https://lichess.org/mfm4dwt8,1,1,2013,120,0,Bullet,"English Opening: King's English Variation, Two Knights Variation",A22,12
167,167,1892,1574,schutzstaffel,t4nk,White,Time forfeit,https://lichess.org/j63kgou9,1,1,2013,60,0,Bullet,Scandinavian Defense,B01,33
168,168,1777,1775,vadi,Marzinkus,Black,Normal,https://lichess.org/ggzdwso3,1,1,2013,480,8,Rapid,Queen's Gambit Accepted: Old Variation,D20,38
169,169,1567,1544,Shlomo,namesnik,White,Normal,https://lichess.org/elrxbfot,1,1,2013,120,0,Bullet,Queen's Gambit Accepted: Normal Variation,D25,30
