,Unnamed: 0,WhiteElo,BlackElo,WhiteName,BlackName,Winner,Termination,Site,Day,Month,Year,InitialTime,Increment,TimeControl,Opening,ECO,Number_of_Moves
4661,4661,2082,1837,Celine,negrasombra,Black,Normal,https://lichess.org/jp4va4ha,2,1,2013,300,8,Rapid,Scandinavian Defense: Mieses-Kotroc Variation,B01,29
4662,4662,1929,1872,kent777,Naitero_Nagasaki,Black,Time forfeit,https://lichess.org/nmassvji,2,1,2013,180,0,Blitz,French Defense: Knight Variation,C00,58
4663,4663,1684,1529,Kurak,yehshua,White,Normal,https://lichess.org/di7k3b1k,2,1,2013,300,0,Blitz,Italian Game: Anti-Fried Liver Defense,C55,14
4664,4664,1846,1739,asnegao,fatossahiti,White,Normal,https://lichess.org/a8zrzuok,2,1,2013,240,0,Blitz,Nimzo-Larsen Attack: Classical Variation,A01,38
4665,4665,1800,1630,oilmanesh,JSpower,White,Normal,https://lichess.org/w4snedp6,2,1,2013,180,3,Blitz,Pirc Defense: Classical Variation,B08,38
4666,4666,1364,1490,Salamandra,Hugosch,Black,Normal,https://lichess.org/cieaqqd7,2,1,2013,360,0,Blitz,Sicilian Defense: Bowdler Attack,B20,28
4667,4667,1919,2028,HeyPepito,jhipolito,White,Time forfeit,https://lichess.org/df7jh5u0,2,1,2013,60,1,Bullet,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",D31,27
4668,4668,1745,1854,jack0211,asnegao,White,Time forfeit,https://lichess.org/zfw47tj6,2,1,2013,180,0,Blitz,Polish Defense,A40,50
4669,4669,1735,1510,rashit49,Kermek,White,Normal,https://lichess.org/xqrlh9zc,2,1,2013,300,3,Blitz,Owen Defense,B00,43
4670,4670,1773,1540,Artem84,Technolog,White,Time forfeit,https://lichess.org/4ofk9v67,2,1,2013,300,0,Blitz,Nimzo-Larsen Attack: Modern Variation #2,A01,34
4671,4671,1531,1576,Arabika2,dato_123,Black,Normal,https://lichess.org/vljh8l4f,2,1,2013,1200,0,Rapid,Owen Defense,B00,45
4672,4672,1835,1513,Naitero_Nagasaki,Boss92,White,Time forfeit,https://lichess.org/ili1vlv6,2,1,2013,60,0,Bullet,Modern Defense,A40,19
4673,4673,1628,1551,lucia11,Anton,White,Normal,https://lichess.org/gosl7wkh,2,1,2013,480,5,Rapid,Queen's Pawn Game,D00,27
4674,4674,1648,1565,traker100,erbb,White,Normal,https://lichess.org/5hk0us8v,2,1,2013,240,0,Blitz,Modern Defense,A40,49
4675,4675,1891,1917,HeyPepito,kent777,Black,Normal,https://lichess.org/oct3ze4k,2,1,2013,180,0,Blitz,Queen's Gambit Declined: Three Knights Variation,D37,41
4676,4676,1727,1885,vaacshes,Naitero_Nagasaki,Black,Time forfeit,https://lichess.org/qbt5dqk1,2,1,2013,240,1,Blitz,King's Pawn Game: Wayward Queen Attack,C20,54
4677,4677,1265,1625,OBorchenko,Meisterman,White,Normal,https://lichess.org/iakxkxo8,2,1,2013,420,5,Rapid,Four Knights Game: Spanish Variation,C48,48
4678,4678,1726,1649,cldy,Karen_Armenia,Black,Normal,https://lichess.org/kpcl63ah,2,1,2013,240,0,Blitz,Sicilian Defense: Old Sicilian,B30,21
4679,4679,1527,1397,boord,vicodinn,Black,Normal,https://lichess.org/pz3ubkqo,2,1,2013,1200,0,Rapid,Philidor Defense #2,C41,45
4680,4680,1738,1571,jack0211,erbb,White,Time forfeit,https://lichess.org/a3pxy825,2,1,2013,180,0,Blitz,Semi-Bononi,A44,34
4681,4681,1637,1499,Fisher62,Hugosch,Black,Normal,https://lichess.org/ix2ct7sn,2,1,2013,300,5,Rapid,Sicilian Defense: Franco-Sicilian Variation,B32,21
4682,4682,1589,1461,Anakvad,j-jorjik,White,Normal,https://lichess.org/dq91xrjp,2,1,2013,600,0,Rapid,Center Game,C21,18
4683,4683,1971,1662,Atomicangel,BbcNkl_,White,Normal,https://lichess.org/dpkdk6k4,2,1,2013,180,0,Blitz,Blackmar-Diemer Gambit: Ziegler Defense,D00,22
4684,4684,1356,1362,Salamandra,chavosh,Black,Time forfeit,https://lichess.org/yd2ddgin,2,1,2013,360,0,Blitz,Blackmar-Diemer Gambit,D00,27
4685,4685,1731,1691,fatossahiti,Kurak,White,Normal,https://lichess.org/vb0n1nbn,2,1,2013,240,0,Blitz,Queen's Pawn Game,D00,45
4686,4686,1839,1760,asnegao,jack0211,Black,Normal,https://lichess.org/iapcjqt2,2,1,2013,180,0,Blitz,Nimzo-Larsen Attack: Classical Variation,A01,32
4687,4687,1269,1344,AL3103,Norb,Black,Normal,https://lichess.org/s4vpfj38,2,1,2013,480,8,Rapid,English Opening: The Whale,C20,32
4688,4688,1503,1562,Svetlana,Dipankar,Black,Normal,https://lichess.org/7adgqrw0,2,1,2013,420,3,Rapid,Bishop's Opening: Berlin Defense,C24,52
4689,4689,1616,1806,JSpower,oilmanesh,Black,Normal,https://lichess.org/q6zyk41d,2,1,2013,180,3,Blitz,"French Defense: Classical Variation, Steinitz Variation",C11,38
4690,4690,1652,1455,Nespro,genoveva,White,Normal,https://lichess.org/iivwb9py,2,1,2013,840,8,Rapid,French Defense: Mediterranean Defense,C01,26
4691,4691,1692,1866,Kurak,Naitero_Nagasaki,Black,Normal,https://lichess.org/etvda2dw,2,1,2013,300,0,Blitz,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",C57,14
4692,4692,1974,2080,Atomicangel,FMadam,Black,Time forfeit,https://lichess.org/5lfiyxd2,2,1,2013,180,0,Blitz,"Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System",C99,42
4693,4693,1500,1693,cb-cb,PES69Z28,Black,Time forfeit,https://lichess.org/nqrth1dq,2,1,2013,300,8,Rapid,Philidor Defense: Exchange Variation,C41,36
4694,4694,1676,1505,minya1961,Kermek,White,Normal,https://lichess.org/8u155f46,2,1,2013,300,0,Blitz,Owen Defense,B00,30
4695,4695,1801,1774,ow055,longboard,White,Normal,https://lichess.org/s9orkuj9,2,1,2013,300,0,Blitz,English Opening: Symmetrical Variation,A30,32
4696,4696,1564,1834,chesss4,dariia,White,Time forfeit,https://lichess.org/pux9xzkb,2,1,2013,300,8,Rapid,Sicilian Defense: Dragon Variation,B70,31
4697,4697,1217,1205,jockey,dcarballor,White,Normal,https://lichess.org/8kd70sdm,2,1,2013,300,4,Blitz,Van't Kruijs Opening,A00,20
4698,4698,1740,1439,rashit49,Avishek,Black,Time forfeit,https://lichess.org/5rk7189r,2,1,2013,300,3,Blitz,Italian Game,C50,32
4699,4699,1359,1401,Lupo,mohammadtala,White,Time forfeit,https://lichess.org/okdxcey7,2,1,2013,540,30,Classical,Philidor Defense #3,C41,11
4700,4700,1557,1364,Dipankar,Lupo,White,Normal,https://lichess.org/1j98yhmd,2,1,2013,540,30,Classical,Ponziani Opening,C44,19
4701,4701,1656,1663,traker100,Karen_Armenia,White,Normal,https://lichess.org/l0b0ze35,2,1,2013,240,0,Blitz,Queen's Gambit Declined,D30,38
4702,4702,1518,1810,Technolog,Artem84,Black,Time forfeit,https://lichess.org/emmh7cop,2,1,2013,300,0,Blitz,English Defense #2,A40,40
4703,4703,1700,1397,Modus,chesss4,White,Time forfeit,https://lichess.org/aq50ghy2,2,1,2013,180,0,Blitz,Queen's Pawn Game: Chigorin Variation,D00,31
4704,4704,1926,1879,kent777,HeyPepito,Black,Time forfeit,https://lichess.org/sfq6tzh4,2,1,2013,180,0,Blitz,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",D60,46
4705,4705,1775,1826,jack0211,asnegao,Draw,Time forfeit,https://lichess.org/0hphsyp6,2,1,2013,180,0,Blitz,Polish Defense,A40,58
4706,4706,1544,1298,WinChesster,shueardm,Black,Time forfeit,https://lichess.org/6q0juu94,2,1,2013,480,3,Rapid,Pirc Defense #5,B07,34
4707,4707,1194,1229,dcarballor,jockey,Black,Normal,https://lichess.org/ptgt95y3,2,1,2013,300,4,Blitz,Philidor Defense #3,C41,23
4708,4708,1942,2055,Iwanowich33,jhipolito,Black,Normal,https://lichess.org/2jnutlpf,2,1,2013,180,0,Blitz,Alekhine Defense #3,B03,33
4709,4709,1357,1428,oleh77,LewisIII,White,Normal,https://lichess.org/6o9q3wkk,2,1,2013,1800,8,Classical,Scandinavian Defense: Mieses-Kotroc Variation,B01,65
4710,4710,1519,1619,Hugosch,Fisher62,Black,Normal,https://lichess.org/4divi9kd,2,1,2013,300,5,Rapid,Queen's Pawn Game: Mason Attack,D00,32
4711,4711,1781,1537,augustus_hill,Nopasaran,White,Time forfeit,https://lichess.org/0eb3mh70,2,1,2013,120,0,Bullet,Sicilian Defense: Loewenthal Variation,B32,45
4712,4712,1586,1243,Antonio7,Agal,Black,Normal,https://lichess.org/fq1crdvj,2,1,2013,660,6,Rapid,"Italian Game: Two Knights Defense, Fritz Variation",C57,28
4713,4713,1706,1499,Modus,Kermek,White,Time forfeit,https://lichess.org/2c7mla8t,2,1,2013,180,0,Blitz,English Defense #2,A40,35
4714,4714,1543,1615,Anton,chavosh,White,Normal,https://lichess.org/piit5hgs,2,1,2013,960,8,Rapid,Queen's Pawn Game #2,D00,4
4715,4715,1893,1915,HeyPepito,kent777,White,Normal,https://lichess.org/yq5b4ac5,2,1,2013,180,0,Blitz,Queen's Gambit Declined: Three Knights Variation,D37,39
4716,4716,1401,1360,JohanBasel,arun,White,Normal,https://lichess.org/8dj7q14i,2,1,2013,300,8,Rapid,Queen's Gambit Accepted,D20,11
4717,4717,1345,1412,arun,JohanBasel,Black,Normal,https://lichess.org/1yu4ceqk,2,1,2013,300,8,Rapid,Franco-Benoni Defense,A43,19
4718,4718,1612,1354,pepito,Norb,White,Normal,https://lichess.org/h11lw60z,2,1,2013,480,8,Rapid,Italian Game,C50,17
4719,4719,1512,1540,boord,Rozee,Black,Normal,https://lichess.org/5df40vzs,2,1,2013,1200,0,Rapid,Three Knights Opening,C46,23
4720,4720,1002,1412,thefatb,onetoomany,Black,Normal,https://lichess.org/d96gu52i,2,1,2013,480,0,Rapid,King's Pawn Game: Maroczy Defense,B07,32
4721,4721,1527,1689,MaxBur,bagyula,Black,Normal,https://lichess.org/4o1hxbhp,2,1,2013,300,5,Rapid,Russian Game: Three Knights Game,C42,51
4722,4722,1637,1649,lucia11,Chibasal,White,Time forfeit,https://lichess.org/vpcmqiwi,2,1,2013,480,5,Rapid,Queen's Pawn Game,D00,52
4723,4723,1259,1452,AL3103,mamalak,Black,Normal,https://lichess.org/genh3s4x,2,1,2013,1200,10,Classical,French Defense: Steinitz Attack,C00,50
4724,4724,1402,1456,german11,fistfullofbastard,Black,Time forfeit,https://lichess.org/qvdg5ip9,2,1,2013,240,3,Blitz,French Defense: Advance Variation #3,C02,44
4725,4725,1866,1635,JRamon85,Nopasaran,White,Normal,https://lichess.org/hqmlsytn,2,1,2013,300,0,Blitz,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,10
4726,4726,1371,1159,Lupo,FCST1923,White,Normal,https://lichess.org/97pbqocu,2,1,2013,660,0,Rapid,French Defense: Queen's Knight,C00,24
4727,4727,1593,1832,shorterg,gigantchess,Black,Normal,https://lichess.org/tm4ts8hs,2,1,2013,360,6,Rapid,Danish Gambit,C21,37
4728,4728,1522,1658,Arabika2,dato_123,Black,Normal,https://lichess.org/1287l2ct,2,1,2013,1200,0,Rapid,Owen Defense,B00,53
4729,4729,1648,1838,Palladio,savinka59,White,Normal,https://lichess.org/r24jpxvf,2,1,2013,480,5,Rapid,Bishop's Opening: Berlin Defense,C24,15
4730,4730,1629,1871,Nopasaran,JRamon85,Black,Normal,https://lichess.org/g3gvt6tq,2,1,2013,300,0,Blitz,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",A21,41
4731,4731,1667,1811,traker100,oilmanesh,Black,Normal,https://lichess.org/r17ishh6,2,1,2013,240,0,Blitz,Indian Game: Budapest Defense,A51,27
4732,4732,1665,1657,Palladio,Nespro,White,Normal,https://lichess.org/43c1stxr,2,1,2013,840,8,Rapid,Sicilian Defense: McDonnell Attack,B21,85
4733,4733,1786,2085,augustus_hill,StefanK,Black,Normal,https://lichess.org/gxxprz71,2,1,2013,120,0,Bullet,Caro-Kann Defense,B10,56
4734,4734,1817,1607,La-la-la,Kermek,White,Normal,https://lichess.org/ex16sl97,2,1,2013,1320,8,Classical,Owen Defense,B00,64
4735,4735,2013,1809,jhipolito,kent777,Black,Normal,https://lichess.org/dgbco99x,2,1,2013,60,1,Bullet,"English Opening: Anglo-Indian Defense, King's Indian Formation",A15,37
4736,4736,1776,1642,jack0211,Sinan,Black,Time forfeit,https://lichess.org/7bjn4q4h,2,1,2013,180,0,Blitz,Indian Game,A45,59
4737,4737,2062,1935,jhipolito,Iwanowich33,White,Normal,https://lichess.org/74eqalpp,2,1,2013,240,0,Blitz,Zukertort Opening: Sicilian Invitation,A04,25
4738,4738,1430,1342,Dipankar,luuletaja,White,Normal,https://lichess.org/3awdvd8p,2,1,2013,180,3,Blitz,Scandinavian Defense: Mieses-Kotroc Variation,B01,23
4739,4739,1604,1791,JSpower,Partner,White,Normal,https://lichess.org/yuftnvp0,2,1,2013,180,0,Blitz,French Defense: Advance Variation,C02,41
4740,4740,1629,1509,Fisher62,Hugosch,White,Normal,https://lichess.org/1r34jmdv,2,1,2013,300,5,Rapid,Sicilian Defense: Franco-Sicilian Variation,B32,18
4741,4741,1660,1818,traker100,oilmanesh,Black,Normal,https://lichess.org/wcw67no3,2,1,2013,240,0,Blitz,Indian Game: Budapest Defense,A51,63
4742,4742,2089,1980,StefanK,dougthehead,White,Normal,https://lichess.org/n31u1nu5,2,1,2013,120,0,Bullet,Indian Game: Przepiorka Variation,A49,21
4743,4743,1251,1437,luuletaja,Dipankar,Black,Time forfeit,https://lichess.org/6wdj983r,2,1,2013,180,3,Blitz,King's Pawn Game: Wayward Queen Attack,C20,22
4744,4744,1820,1433,savinka59,philidor,White,Normal,https://lichess.org/p458az4g,2,1,2013,480,2,Rapid,Ruy Lopez: Steinitz Defense,C62,34
4745,4745,1713,1487,MihaSAH,alireza1azizi,White,Normal,https://lichess.org/w1suvi1h,2,1,2013,300,5,Rapid,Queen's Pawn Game: Chigorin Variation,D00,33
4746,4746,1501,1407,boord,LewisIII,White,Normal,https://lichess.org/bunkbe4c,2,1,2013,1200,0,Rapid,French Defense: Advance Variation #3,C02,17
4747,4747,1966,1776,Atomicangel,Partner,Black,Normal,https://lichess.org/avm84y6c,2,1,2013,180,0,Blitz,French Defense: Marshall Variation,C10,31
4748,4748,1249,1466,jockey,fistfullofbastard,White,Normal,https://lichess.org/hywkt95f,2,1,2013,300,4,Blitz,Van't Kruijs Opening,A00,17
4749,4749,1500,1797,dc-dc,chesss4,Draw,Normal,https://lichess.org/fbni80r3,2,1,2013,300,8,Rapid,Scotch Game,C45,100
4750,4750,2089,1651,FMadam,Karen_Armenia,White,Normal,https://lichess.org/8q31g0gm,2,1,2013,240,0,Blitz,Sicilian Defense: Old Sicilian,B30,79
4751,4751,1423,1331,JohanBasel,arun,Black,Normal,https://lichess.org/iomjj5ym,2,1,2013,300,8,Rapid,"French Defense: Classical Variation, Richter Attack #2",C13,19
4752,4752,1416,1284,onetoomany,eqsx,Draw,Normal,https://lichess.org/oyhhfgqv,2,1,2013,480,0,Rapid,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,54
4753,4753,1450,1556,KRIVBASS,Anton,Black,Normal,https://lichess.org/e0ff61v5,2,1,2013,900,0,Rapid,Queen's Pawn Game #2,D00,34
4754,4754,1657,1696,Sinan,bagyula,Black,Normal,https://lichess.org/l7bz4tc3,2,1,2013,300,5,Rapid,Budapest Defense,A52,12
4755,4755,1239,1183,jockey,dcarballor,White,Normal,https://lichess.org/6uvernhz,2,1,2013,300,4,Blitz,"Englund Gambit Declined, Reversed French",A40,23
4756,4756,1406,1569,Agal,Antonio7,Black,Normal,https://lichess.org/ijvbqjyx,2,1,2013,660,6,Rapid,Owen Defense,B00,28
4757,4757,1498,1350,daxy,Norb,Draw,Normal,https://lichess.org/1x4qyyyv,2,1,2013,480,8,Rapid,Bird Opening: Williams Gambit,A03,56
4758,4758,1761,1928,jack0211,Iwanowich33,Draw,Time forfeit,https://lichess.org/nftw3ifu,2,1,2013,180,0,Blitz,Indian Game: Tartakower Attack,A45,75
4759,4759,1714,1514,Modus,ilian,Black,Time forfeit,https://lichess.org/gp644a1k,2,1,2013,180,0,Blitz,Queen's Pawn Game: Chigorin Variation,D00,45
4760,4760,1780,1913,bagyula,rokh,Draw,Normal,https://lichess.org/wa7t26xd,2,1,2013,360,6,Rapid,Caro-Kann Defense,B10,83
4761,4761,1564,1439,Anton,KRIVBASS,White,Normal,https://lichess.org/o5kh86n9,2,1,2013,900,0,Rapid,Queen's Pawn Game #2,D00,39
4762,4762,1482,1718,alireza1azizi,MihaSAH,Black,Normal,https://lichess.org/448rlzfv,2,1,2013,300,5,Rapid,Ruy Lopez: Steinitz Defense,C62,30
4763,4763,1638,1371,Fisher62,nossing,White,Normal,https://lichess.org/vkaq1uk6,2,1,2013,300,5,Rapid,"Ruy Lopez: Morphy Defense, Caro Variation",C70,20
4764,4764,1354,1493,Norb,daxy,White,Normal,https://lichess.org/6n13gf6g,2,1,2013,480,8,Rapid,Sicilian Defense,B20,31
4765,4765,1500,1657,alimos,flatron1,White,Normal,https://lichess.org/unp0zsmd,2,1,2013,300,0,Blitz,Queen's Gambit Declined: Modern Variation,D50,35
4766,4766,1413,1727,shueardm,gigantchess,Black,Normal,https://lichess.org/7p61v8ug,2,1,2013,240,0,Blitz,English Opening: Anglo-Dutch Defense,A10,36
4767,4767,1654,1876,traker100,psonio,Black,Normal,https://lichess.org/bzzd43p6,2,1,2013,240,0,Blitz,Queen's Gambit Declined,D30,57
4768,4768,2042,1834,Celine,marina1984,Black,Normal,https://lichess.org/ec0zicb7,2,1,2013,300,8,Rapid,Scandinavian Defense: Modern Variation #2,B01,56
4769,4769,1904,1923,kent777,Iwanowich33,Black,Time forfeit,https://lichess.org/nc6942fz,2,1,2013,180,0,Blitz,"Gruenfeld Defense: Three Knights Variation, Petrosian System",D91,37
4770,4770,1602,1442,chavosh,Scorpion12,White,Time forfeit,https://lichess.org/xh2ko9ws,2,1,2013,300,26,Rapid,Scotch Game,C44,5
4771,4771,1402,1449,s_dvoryanchikov,Scorpion12,White,Normal,https://lichess.org/hcavfu56,2,1,2013,300,14,Rapid,Alekhine Defense: Maroczy Variation,B02,19
4772,4772,1345,1435,Salamandra,yousef55,White,Normal,https://lichess.org/nfmi9x3v,2,1,2013,360,0,Blitz,Bishop's Opening: Ponziani Gambit,C24,32
4773,4773,1581,1574,cesarpr78,luciosergio,Black,Time forfeit,https://lichess.org/fsos63ni,2,1,2013,180,3,Blitz,Rat Defense: Small Center Defense,C00,42
4774,4774,1657,1054,Matematik07,Atiqullah,White,Time forfeit,https://lichess.org/rxvjv3w3,2,1,2013,300,3,Blitz,Queen's Pawn Game #2,D00,28
4775,4775,1332,1572,luuletaja,Dipankar,Black,Normal,https://lichess.org/womhe63t,2,1,2013,300,12,Rapid,King's Pawn Game: Wayward Queen Attack,C20,33
4776,4776,1823,1647,savinka59,flatron1,Black,Time forfeit,https://lichess.org/ujswpcq8,2,1,2013,300,1,Blitz,"French Defense: Advance Variation, Milner-Barry Gambit",C02,34
4777,4777,1430,1413,Scorpion12,s_dvoryanchikov,White,Normal,https://lichess.org/rnsl7brr,2,1,2013,300,14,Rapid,Queen's Pawn Game: Franco-Sicilian Defense,C00,27
4778,4778,1766,1824,jack0211,oilmanesh,White,Time forfeit,https://lichess.org/d84wucb1,2,1,2013,180,0,Blitz,Indian Game: Tartakower Attack,A45,33
4779,4779,1771,1448,alimos,fistfullofbastard,White,Normal,https://lichess.org/e171c6zc,2,1,2013,300,0,Blitz,Semi-Slav Defense: Marshall Gambit,D31,25
4780,4780,1644,1607,jmcd,ChessThom,Black,Normal,https://lichess.org/lwc33u2t,2,1,2013,720,0,Rapid,King's Pawn Game: Tayler Opening,C44,40
4781,4781,1812,1779,oilmanesh,jack0211,Black,Time forfeit,https://lichess.org/ja3j1nue,2,1,2013,180,0,Blitz,Scandinavian Defense: Mieses-Kotroc Variation,B01,32
4782,4782,1530,1720,ilian,vaacshes,White,Time forfeit,https://lichess.org/wewg1hai,2,1,2013,120,2,Blitz,Caro-Kann Defense: Hillbilly Attack,B00,33
4783,4783,1427,1413,Scorpion12,n_farhang,Black,Normal,https://lichess.org/5gei512u,2,1,2013,300,14,Rapid,"King's Gambit Accepted, Fischer Defense",C34,30
4784,4784,1996,1988,jhipolito,FMadam,Black,Normal,https://lichess.org/uosonucc,2,1,2013,60,1,Bullet,Bird Opening: Dutch Variation,A03,31
4785,4785,1512,1550,UC-Anbu,Rozee,Black,Time forfeit,https://lichess.org/n6o4lz23,2,1,2013,420,5,Rapid,Italian Game: Giuoco Pianissimo,C50,32
4786,4786,1649,1766,lucia11,Fisher62,Black,Normal,https://lichess.org/dv3cba7v,2,1,2013,480,5,Rapid,Indian Game,A45,28
4787,4787,1608,1519,TransCanadaHighway,fistfullofbastard,White,Normal,https://lichess.org/z2ubkdco,2,1,2013,600,8,Rapid,Scandinavian Defense,B01,48
4788,4788,1764,1650,longboard,Karen_Armenia,Black,Time forfeit,https://lichess.org/fz17qdy4,2,1,2013,240,0,Blitz,French Defense: Rubinstein Variation,C10,61
4789,4789,1509,1449,boord,genoveva,White,Normal,https://lichess.org/cq5smgql,2,1,2013,1200,0,Rapid,Three Knights Opening,C46,10
4790,4790,1267,1362,jockey,6789,Black,Normal,https://lichess.org/jwbqplj0,2,1,2013,300,4,Blitz,Van't Kruijs Opening,A00,52
4791,4791,1406,1409,kay,shueardm,Black,Normal,https://lichess.org/1qsgrqbe,2,1,2013,300,0,Blitz,Philidor Defense #3,C41,39
4792,4792,1547,1612,je,kaspiic,Black,Normal,https://lichess.org/ejhosedb,2,1,2013,480,10,Rapid,Bishop's Opening,C23,41
4793,4793,1813,1412,alimos,Winner1,White,Time forfeit,https://lichess.org/bft82wm5,2,1,2013,300,0,Blitz,"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",D02,36
4794,4794,2000,1984,FMadam,jhipolito,White,Normal,https://lichess.org/wssh0u40,2,1,2013,60,1,Bullet,Alekhine Defense: Exchange Variation,B03,18
4795,4795,1494,1459,Svetlana,mamalak,Black,Normal,https://lichess.org/iiqpmrd6,2,1,2013,420,3,Rapid,French Defense #2,C00,25
4796,4796,1392,1477,german11,alireza1azizi,White,Normal,https://lichess.org/3stqu1an,2,1,2013,300,3,Blitz,"French Defense: Advance Variation, Nimzowitsch System",C02,33
4797,4797,1649,1547,traker100,ilian,Black,Normal,https://lichess.org/64bpizh5,2,1,2013,240,0,Blitz,Queen's Gambit Accepted: Saduleto Variation,D20,36
4798,4798,1557,1481,erbb,Lerelliz,White,Normal,https://lichess.org/apjxn3s0,2,1,2013,240,0,Blitz,Slav Defense #3,D10,44
4799,4799,1359,1572,Salamandra,Vlaroz,Black,Normal,https://lichess.org/t7ffqv3s,2,1,2013,360,0,Blitz,Sicilian Defense: Bowdler Attack,B20,50
4800,4800,1585,1570,luciosergio,cesarpr78,Black,Normal,https://lichess.org/8pybruyn,2,1,2013,180,3,Blitz,French Defense: La Bourdonnais Variation,C00,27
4801,4801,1910,1726,veter1611,vaacshes,Black,Time forfeit,https://lichess.org/7vwr3fl9,2,1,2013,540,5,Rapid,Caro-Kann Defense,B10,32
4802,4802,1800,1689,oilmanesh,kilgoretrout,White,Normal,https://lichess.org/6arfdx68,2,1,2013,180,3,Blitz,Sicilian Defense,B50,30
4803,4803,1429,1571,KRIVBASS,Anton,Draw,Normal,https://lichess.org/yb0xpitu,2,1,2013,900,0,Rapid,Queen's Pawn Game #2,D00,57
4804,4804,1534,1844,ekumenik,gigantchess,Black,Normal,https://lichess.org/8tp0mznz,2,1,2013,300,8,Rapid,Indian Game: Maddigan Gambit,A45,41
4805,4805,1519,1439,boord,genoveva,Black,Normal,https://lichess.org/e3t27uc3,2,1,2013,1200,0,Rapid,Four Knights Game: Gunsberg Variation,C46,44
4806,4806,1685,1484,baddu,frenchnovice,Black,Normal,https://lichess.org/3fql68fx,2,1,2013,360,8,Rapid,Bishop's Opening,C23,22
4807,4807,1877,1791,sakrat,seyedsaeed,White,Time forfeit,https://lichess.org/q36w0siq,2,1,2013,180,3,Blitz,Sicilian Defense,B50,48
4808,4808,1476,1371,daxy,Norb,White,Normal,https://lichess.org/c5oanv09,2,1,2013,480,8,Rapid,King's Gambit,C30,83
4809,4809,1973,1973,dougthehead,jhipolito,Black,Normal,https://lichess.org/7x1b73cf,2,1,2013,60,1,Bullet,"Englund Gambit Declined, Reversed French",A40,40
4810,4810,1576,1326,Dipankar,luuletaja,White,Normal,https://lichess.org/d2smb9q0,2,1,2013,300,12,Rapid,Scandinavian Defense: Mieses-Kotroc Variation,B01,23
4811,4811,1495,1572,Lightman,onetoomany,White,Normal,https://lichess.org/kz27f2wg,2,1,2013,180,1,Blitz,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,66
4812,4812,1892,1933,Naitero_Nagasaki,Iwanowich33,Black,Normal,https://lichess.org/9gvjhc1p,2,1,2013,180,0,Blitz,"King's Indian Defense: Saemisch Variation, Normal Defense",E81,31
4813,4813,1847,1805,bobaokc,savinka59,White,Normal,https://lichess.org/5m1h095z,2,1,2013,420,0,Blitz,Scotch Game: Relfsson Gambit,C44,12
4814,4814,1665,1750,Karen_Armenia,longboard,Black,Time forfeit,https://lichess.org/4zke17jr,2,1,2013,240,0,Blitz,Elephant Gambit: Paulsen Countergambit,C40,8
4815,4815,1581,1574,cesarpr78,luciosergio,Black,Normal,https://lichess.org/9wl0iqj4,2,1,2013,180,3,Blitz,Rat Defense: Antal Defense,B07,40
4816,4816,1515,1323,Arabika2,dejan_1995,White,Time forfeit,https://lichess.org/6gkct9e6,2,1,2013,1200,0,Rapid,King's Gambit Accepted: Modern Defense #2,C36,21
4817,4817,1642,1493,Fisher62,Kermek,Black,Normal,https://lichess.org/quu4j9pc,2,1,2013,300,5,Rapid,French Defense: Knight Variation,C00,31
4818,4818,1681,1807,kilgoretrout,oilmanesh,Black,Time forfeit,https://lichess.org/iug8mayd,2,1,2013,180,3,Blitz,French Defense: Advance Variation,C02,39
4819,4819,1430,1408,n_farhang,Scorpion12,Black,Normal,https://lichess.org/57f45x8t,2,1,2013,300,14,Rapid,Four Knights Game: Gunsberg Variation,C46,42
4820,4820,1472,1565,Lerelliz,erbb,Black,Normal,https://lichess.org/67ulgoj4,2,1,2013,240,0,Blitz,Sicilian Defense: Smith-Morra Gambit #2,B21,15
4821,4821,1792,1792,Partner,jack0211,White,Time forfeit,https://lichess.org/5lbzj3xl,2,1,2013,180,0,Blitz,Scandinavian Defense: Mieses-Kotroc Variation,B01,58
4822,4822,1820,1985,Cliff_Burton,jhipolito,White,Normal,https://lichess.org/omd3otu5,2,1,2013,60,1,Bullet,"Danish Gambit Declined, Sorensen Defense",C21,24
4823,4823,1525,1366,engineabuser,ciccio,White,Normal,https://lichess.org/3hgr1j8a,2,1,2013,900,8,Rapid,Van't Kruijs Opening,A00,27
4824,4824,1949,1795,Atomicangel,Yudhisthira,White,Time forfeit,https://lichess.org/tyevgglf,2,1,2013,180,0,Blitz,"Blackmar-Diemer Gambit Declined, O'Kelly Defense",D00,42
4825,4825,1354,1478,Salamandra,lionvdv,Black,Time forfeit,https://lichess.org/kkwq0mth,2,1,2013,360,0,Blitz,Blackmar-Diemer Gambit: Fritz Attack,D00,53
4826,4826,1320,1490,luuletaja,fikusindigo,Black,Normal,https://lichess.org/gzubd70s,2,1,2013,300,12,Rapid,Robatsch (Modern) Defense,B06,19
